Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Age_Std_Rate_Aust,Age_Std_Rate_Segi,Age_Std_Rate_WHO
2005,Male,Incidence,Melanoma of the skin,0.152429,0.295229,0.281303,4.249701,8.057189,17.923069,23.086226,30.552549,41.411253,61.432745,79.523104,114.197531,140.359696,179.921221,222.866358,281.135220,320.273907,346.074541,0.000000,62.287808,42.079494,47.180448
2006,Male,Incidence,Melanoma of the skin,0.000000,0.000000,0.422306,4.477929,8.147547,15.799808,22.890841,29.735236,40.506531,55.358725,74.161173,109.716423,133.426494,180.349968,230.070286,292.005840,288.307138,333.120291,0.000000,60.500094,40.739165,45.727315
2007,Male,Incidence,Melanoma of the skin,0.000000,0.000000,0.422588,2.330073,7.391510,11.902686,21.204469,24.467223,32.537351,53.497535,77.430935,107.724864,138.255298,177.529097,219.259125,254.636169,315.487066,329.958620,0.000000,58.031984,38.889069,43.633853
2008,Male,Incidence,Melanoma of the skin,0.000000,0.146269,0.281569,2.957955,7.408003,11.321048,19.093249,31.695922,41.630967,53.280560,81.776291,103.913549,143.232957,187.633698,208.396949,272.323576,365.226776,363.893576,0.000000,61.193313,40.687012,45.823956
2009,Male,Incidence,Melanoma of the skin,0.273236,0.000000,1.264747,3.593092,5.899545,12.354707,20.452141,32.024273,39.443001,49.192988,77.984310,108.285996,138.432557,175.708828,238.808737,278.626940,314.107508,356.543552,0.000000,60.512599,40.352000,45.387908
2010,Male,Incidence,Melanoma of the skin,0.163451,0.014530,0.393639,2.279200,5.217568,12.678505,21.039599,27.694818,37.541708,52.212545,78.226863,106.017143,141.451570,181.096596,232.432143,269.023010,332.388931,339.859339,0.000000,59.941686,39.945733,44.911164
2011,Male,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1968,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1969,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1970,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1971,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1972,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1973,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1974,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1975,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1976,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1977,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1978,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1979,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1980,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1981,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1982,Female,Incidence,Melanoma of the skin,0.000000,0.331718,0.754298,6.181763,13.993672,20.630221,26.056054,32.509568,38.173640,44.131957,35.309884,45.413505,40.398315,53.045464,48.183113,54.645827,41.915141,48.886545,0.000000,26.133338,20.633062,22.505604
1983,Female,Incidence,Melanoma of the skin,0.000000,0.000000,0.894049,5.587769,15.052148,25.438092,30.457365,33.447149,39.685103,44.389300,40.026031,46.234433,43.661004,59.738797,55.697205,48.536219,51.707263,51.081431,0.000000,28.048080,22.203851,24.209605
1984,Female,Incidence,Melanoma of the skin,0.346668,0.000000,0.599419,5.241814,12.479326,20.497190,31.294815,33.622255,36.490136,42.497396,43.642310,56.887379,52.453094,53.665900,53.090122,56.747248,70.844735,63.682022,0.000000,28.782602,22.307329,24.480667
1985,Female,Incidence,Melanoma of the skin,0.000000,0.174652,1.364273,5.017805,15.085186,24.369758,31.509614,41.126604,44.446044,42.409885,53.066400,48.403876,53.592188,63.604748,60.957260,61.419720,59.787883,67.559199,0.000000,31.295196,24.429159,26.729803
1986,Female,Incidence,Melanoma of the skin,0.000000,0.348062,0.938463,6.528297,14.475374,18.748781,29.833689,39.363401,41.277582,46.199990,52.243700,51.254107,54.916076,66.754577,64.050816,59.989567,66.563311,62.375118,0.000000,31.063803,24.152461,26.410547
1987,Female,Incidence,Melanoma of the skin,0.168201,0.171652,0.484068,7.369121,15.932568,27.402881,33.103568,41.969020,48.332528,48.846997,54.338524,61.545165,64.618425,65.793636,74.100964,77.436743,73.516937,75.107517,0.000000,35.126298,27.282887,29.851234
1988,Female,Incidence,Melanoma of the skin,0.000000,0.337480,0.984772,7.544104,16.087368,26.001376,33.444462,40.821087,46.314571,58.127379,48.491979,62.168355,64.042803,77.432285,79.620513,83.551117,80.583924,79.148007,0.000000,36.061727,27.913491,30.523596
1989,Female,Incidence,Melanoma of the skin,0.000000,0.000000,0.993578,6.512075,16.548072,21.376778,26.573051,36.858423,42.623314,50.228110,50.619641,53.740803,61.521690,74.954648,72.231774,76.356847,76.975390,62.979614,0.000000,32.797940,25.384571,27.709318
1990,Female,Incidence,Melanoma of the skin,0.000000,0.325213,0.999088,6.131593,15.227585,19.383766,23.471846,36.254071,39.595640,48.888415,47.395729,55.689055,63.671412,70.001893,87.570851,92.436937,71.056881,82.379343,0.000000,32.857355,25.023018,27.380341
1991,Female,Incidence,Melanoma of the skin,0.000000,0.161345,2.486292,8.717859,13.775303,19.800986,28.372739,36.437058,39.897799,44.564078,54.214710,60.505008,64.579061,69.181889,69.439278,93.569015,91.462366,74.527162,0.000000,33.557798,25.610890,28.118826
1992,Female,Incidence,Melanoma of the skin,0.000000,0.160503,1.808821,4.036628,14.044446,21.342827,28.986828,36.936351,40.237369,50.923121,57.571882,59.011556,73.713575,83.943293,75.608805,98.299205,87.884495,86.634092,0.000000,35.356901,26.871802,29.437911
1993,Female,Incidence,Melanoma of the skin,0.000000,0.000000,2.116330,7.153531,11.550548,19.286062,29.743466,34.935667,44.572867,48.958239,61.644025,51.199454,75.507026,85.148375,88.455559,79.690297,96.812772,97.096166,0.000000,35.568743,27.034301,29.541668
1994,Female,Incidence,Melanoma of the skin,0.000000,0.160339,0.321935,5.968406,15.702029,20.674857,26.884435,32.176788,45.463561,53.163390,59.550691,59.033719,69.968191,85.728109,87.546302,84.070602,91.160436,92.848319,0.000000,35.671373,27.174736,29.673554
1995,Female,Incidence,Melanoma of the skin,0.158420,0.159256,0.794291,7.149194,17.115643,25.719601,37.188648,37.741960,41.020864,53.537808,56.948449,59.903342,72.036986,80.212009,83.302768,96.332899,96.051414,94.167588,0.000000,37.205529,28.457901,31.214752
1996,Female,Incidence,Melanoma of the skin,0.159049,0.473130,2.676065,9.836298,15.059228,23.029257,32.597553,38.820410,43.623501,50.537074,65.660412,63.125709,78.049055,79.886912,93.727624,92.331917,99.012155,105.747257,0.000000,38.375889,29.322590,32.064818
1997,Female,Incidence,Melanoma of the skin,0.000000,0.000000,1.098787,10.009444,17.434407,24.812107,32.277032,39.082679,50.098236,54.241464,70.347566,70.649450,75.194414,86.754030,95.132926,105.438924,97.805250,111.008699,0.000000,40.545492,30.876298,33.813070
1998,Female,Incidence,Melanoma of the skin,0.159939,0.154990,0.939613,5.775098,14.200577,20.443444,34.286459,35.258152,43.926798,48.279913,61.980061,67.512702,79.381580,78.654858,80.796299,100.257752,98.313753,109.669516,0.000000,37.246665,28.108457,30.894246
1999,Female,Incidence,Melanoma of the skin,0.160485,0.307785,1.089025,5.384364,18.710309,20.342916,29.276489,37.003830,42.075756,58.181796,63.756521,65.116176,67.290346,83.128902,90.840775,97.779720,114.836427,103.532831,0.000000,37.944279,28.613585,31.434544
2000,Female,Incidence,Melanoma of the skin,0.000000,0.153095,0.771487,5.746832,14.754457,20.940811,30.391987,39.622338,43.325942,52.968710,59.265623,66.104390,71.769486,88.658946,97.729597,119.261210,108.578783,116.035937,0.000000,38.720132,28.844400,31.806737
2001,Female,Incidence,Melanoma of the skin,0.161126,0.765199,1.067677,5.946645,12.586829,20.442881,29.653812,37.257674,47.281771,51.373543,64.610821,66.997050,77.723084,87.643691,104.040750,105.507418,107.765072,100.508032,0.000000,38.813255,29.129441,31.982240
2002,Female,Incidence,Melanoma of the skin,0.161687,0.614776,1.509840,6.345130,14.376434,21.416574,29.131018,34.158005,43.152573,58.292550,66.955409,79.696252,91.777063,93.735088,103.419516,109.912310,129.879432,125.047891,0.000000,41.378784,30.996222,33.965002
2003,Female,Incidence,Melanoma of the skin,0.000000,0.309080,0.449378,4.499640,14.473918,18.275777,27.849811,35.570878,43.096581,52.068736,60.757360,71.368005,77.947249,95.303795,100.927985,102.112473,115.220015,124.274631,0.000000,38.566267,28.718205,31.568479
2004,Female,Incidence,Melanoma of the skin,0.000000,0.000000,0.744992,5.074400,13.289331,20.639248,28.014594,31.743512,40.479579,57.992673,63.850747,77.572408,88.797968,98.775400,100.312703,118.043447,112.092347,127.236176,0.000000,40.135095,29.925799,32.803204
2005,Female,Incidence,Melanoma of the skin,0.000000,0.155376,0.742024,4.156770,11.082422,25.004986,31.635307,34.529078,48.479461,57.544635,66.913918,76.287765,94.680298,111.278684,113.640951,124.402850,139.135051,133.702839,0.000000,43.299681,32.078546,35.250630
2006,Female,Incidence,Melanoma of the skin,0.000000,0.000000,0.445662,3.981913,10.814349,20.426714,27.694245,31.757494,39.555770,50.392688,57.992572,70.895155,75.625912,97.165329,106.242028,134.148561,126.566257,140.651546,0.000000,38.932604,28.339625,31.357775
2007,Female,Incidence,Melanoma of the skin,0.000000,0.154490,0.445828,2.893812,11.440149,16.372803,25.040297,36.771137,43.702254,54.713495,57.729035,71.596197,80.161539,89.214909,102.128121,120.119715,137.535007,126.429516,0.000000,38.831816,28.351474,31.356958
2008,Female,Incidence,Melanoma of the skin,0.000000,0.153607,0.297259,2.699420,10.761005,15.938171,25.741506,34.839812,41.999494,51.945106,64.730432,78.455863,86.428254,96.335642,108.755078,116.116496,132.059349,127.118284,0.000000,39.680246,29.046661,32.045093
2009,Female,Incidence,Melanoma of the skin,0.000000,0.000000,0.444674,3.938137,9.899004,15.979484,23.575064,31.682815,41.359588,52.934011,58.255255,72.693487,88.787952,94.607379,114.988449,133.620053,138.273655,141.556113,0.000000,39.607425,28.683181,31.686877
2010,Female,Incidence,Melanoma of the skin,0.030941,0.134406,0.664162,2.476247,7.805158,19.600652,24.073268,30.812197,40.892957,51.237736,60.161947,71.403555,87.604665,102.967673,101.024957,124.007434,128.121801,139.504883,0.000000,38.858291,28.369388,31.241122
2011,Female,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1968,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1969,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1970,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1971,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1972,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1973,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1974,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1975,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1976,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1977,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1978,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1979,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1980,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1981,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
1982,Persons,Incidence,Melanoma of the skin,0.000000,0.161906,0.738320,5.353012,10.874448,16.831055,22.953440,26.648205,34.187916,39.020636,40.333791,49.044437,52.188785,63.002338,61.476194,63.272280,61.307092,53.676865,0.000000,26.669334,20.542718,22.434910
1983,Persons,Incidence,Melanoma of the skin,0.085453,0.165374,0.729181,4.840418,11.198142,18.497994,24.697835,28.305847,32.902162,39.631169,42.252904,49.757185,57.011855,69.782257,66.761072,67.158695,56.000145,60.393657,0.000000,27.872872,21.501619,23.445970
1984,Persons,Incidence,Melanoma of the skin,0.168943,0.084289,0.585835,5.204251,10.281590,17.121112,24.303013,27.647619,34.690500,40.325282,47.442102,55.882749,59.394694,70.790870,73.555477,73.460035,78.143854,74.059053,0.000000,29.588786,22.433664,24.572017
1985,Persons,Incidence,Melanoma of the skin,0.000000,0.085097,0.814300,4.522092,11.856674,20.083258,26.902858,33.397522,38.822241,39.699117,52.657211,57.442189,64.498373,77.424456,80.113882,76.697496,77.171281,80.846079,0.000000,32.034097,24.365840,26.691425
1986,Persons,Incidence,Melanoma of the skin,0.000000,0.169565,0.991197,6.160826,11.745264,16.611456,27.103538,34.104581,38.941885,44.641161,51.977944,58.898583,67.553198,80.680381,81.784120,81.370476,84.312931,73.474817,0.000000,32.806503,24.932352,27.306629
1987,Persons,Incidence,Melanoma of the skin,0.164111,0.083602,0.785841,6.492256,13.562356,24.085844,31.191588,38.664203,45.529089,47.444121,56.463098,70.494033,79.866024,86.716131,95.812574,95.678994,97.348415,79.431689,0.000000,37.624953,28.660662,31.394288
1988,Persons,Incidence,Melanoma of the skin,0.000000,0.164156,0.799279,7.743270,14.783315,24.348465,31.105866,37.868958,45.362519,56.570363,60.678668,72.817834,80.006018,96.845289,102.667694,106.864237,98.597937,111.112725,0.000000,40.111166,30.393045,33.260973
1989,Persons,Incidence,Melanoma of the skin,0.080396,0.080587,1.451417,5.873312,13.099822,18.327172,25.908013,34.678509,42.776455,50.201980,54.458079,63.511315,86.900350,94.330622,101.461888,106.150124,111.914641,92.884879,0.000000,37.417505,28.089015,30.758052
1990,Persons,Incidence,Melanoma of the skin,0.079482,0.237661,0.810018,6.417556,12.147001,17.713958,23.751401,32.831341,40.739635,48.873914,57.480923,64.594679,80.301381,89.378592,114.425844,117.262038,106.314828,109.393579,0.000000,37.419417,27.735365,30.453076
1991,Persons,Incidence,Melanoma of the skin,0.078635,0.157207,1.852420,8.137388,11.240267,19.004575,25.530691,33.499274,39.481685,47.029330,56.675018,68.737516,78.575810,89.813670,104.159529,120.157609,124.440886,99.839867,0.000000,37.620808,27.903150,30.713705
1992,Persons,Incidence,Melanoma of the skin,0.077885,0.156402,1.359592,4.919707,13.228337,19.036534,24.896363,34.837536,41.650214,51.118048,59.571728,72.179524,95.971929,108.223670,110.288029,135.606057,127.271589,115.530210,0.000000,40.638274,30.048627,33.000294
1993,Persons,Incidence,Melanoma of the skin,0.000000,0.000000,1.900219,6.508671,10.976071,18.565905,24.803779,33.834359,41.664998,49.631961,63.840064,67.957911,94.380322,111.121021,126.734463,133.949945,133.412452,126.892473,0.000000,41.255702,30.311141,33.300214
1994,Persons,Incidence,Melanoma of the skin,0.000000,0.078210,0.940231,5.581081,13.939759,20.256200,25.036805,32.665913,43.341880,53.745303,67.234739,73.591754,89.707065,107.157978,118.034009,131.773923,133.567769,123.152026,0.000000,41.584597,30.688257,33.716533
1995,Persons,Incidence,Melanoma of the skin,0.077149,0.155251,0.929413,7.995098,14.477984,22.801861,30.338536,34.610589,44.695798,53.058859,64.848031,78.712863,94.982735,113.583080,125.608363,138.010408,139.042976,133.405463,0.000000,43.792834,32.424835,35.637295
1996,Persons,Incidence,Melanoma of the skin,0.154858,0.384478,1.919208,9.121706,12.313178,22.414813,27.384540,35.167830,44.602967,54.469950,71.191502,76.517878,95.898704,114.694383,135.297029,149.294825,152.274150,148.826560,0.000000,45.144444,33.127932,36.440862
1997,Persons,Incidence,Melanoma of the skin,0.077438,0.152434,1.302681,7.795331,15.340367,22.659505,29.156736,35.894656,46.280842,59.512988,78.010637,84.694296,96.892106,124.028070,150.147678,157.377492,145.597927,135.228735,0.000000,47.536430,34.999752,38.474187
1998,Persons,Incidence,Melanoma of the skin,0.077816,0.151075,0.917722,4.930739,11.562083,18.342989,28.688787,33.325399,41.003212,54.833403,70.439921,83.640147,97.531718,114.006323,127.286365,155.487021,144.567226,142.108932,0.000000,44.167931,32.137299,35.469271
1999,Persons,Incidence,Melanoma of the skin,0.078144,0.299763,0.683901,6.032865,14.566326,18.865924,27.052771,34.645417,42.115426,59.227393,68.373232,80.435860,95.741717,115.853767,141.309241,151.796772,170.440628,141.451052,0.000000,45.325841,32.945892,36.368620
2000,Persons,Incidence,Melanoma of the skin,0.000000,0.074550,0.752882,5.320010,12.657704,19.618497,26.935267,35.223506,44.360182,56.395277,66.893700,83.338294,96.649688,118.163955,150.664641,165.040725,163.836177,154.904787,0.000000,46.099873,33.257493,36.787093
2001,Persons,Incidence,Melanoma of the skin,0.078512,0.372433,1.041647,5.970212,10.464070,19.801867,26.070235,34.928444,43.736587,55.693596,71.595258,85.730340,97.003189,124.207477,147.619401,168.848188,165.945232,148.799356,0.000000,46.493634,33.554660,37.088225
2002,Persons,Incidence,Melanoma of the skin,0.157599,0.299081,0.957196,5.769611,12.769033,18.624377,26.564879,32.671848,46.715737,60.552825,75.215634,93.978685,118.791732,125.746621,167.472871,168.145905,183.105080,177.213890,0.000000,49.936104,36.032531,39.715088
2003,Persons,Incidence,Melanoma of the skin,0.078794,0.150412,0.583579,4.631100,11.259159,17.416309,25.050532,33.613168,42.341234,54.668849,72.222590,96.313349,100.455592,124.219064,153.076159,178.635495,180.880690,178.198903,0.000000,47.712656,33.980017,37.701125
2004,Persons,Incidence,Melanoma of the skin,0.000000,0.000000,0.652394,4.678742,12.095086,18.902776,27.102246,30.109089,38.229497,55.394972,69.388465,90.990737,111.915293,135.803918,147.568186,178.492655,195.439568,181.292310,0.000000,48.022970,34.289511,37.958946
2005,Persons,Incidence,Melanoma of the skin,0.078275,0.227094,0.505484,4.204324,9.543010,21.440934,27.390541,32.552482,44.971152,59.472452,73.182361,95.316137,117.611084,145.191524,166.045879,195.649736,212.305557,201.528173,0.000000,51.702081,36.676435,40.651088
2006,Persons,Incidence,Melanoma of the skin,0.000000,0.000000,0.433670,4.236430,9.458485,18.095120,25.302820,30.752346,40.027855,52.851261,66.031821,90.302641,104.614159,138.270724,165.830305,206.336053,192.806859,203.017333,0.000000,48.728372,34.166127,38.025382
2007,Persons,Incidence,Melanoma of the skin,0.000000,0.075326,0.433897,2.604311,9.372002,14.115825,23.128385,30.661734,38.159007,54.111336,67.513535,89.619381,109.271595,133.018917,158.532566,181.848058,211.254408,193.393764,0.000000,47.463627,33.257881,36.992377
2008,Persons,Incidence,Melanoma of the skin,0.000000,0.149848,0.289201,2.832251,9.041106,13.599927,22.422693,33.279796,41.816476,52.606834,73.185650,91.124433,114.887506,141.689637,156.868229,187.957552,229.648965,205.924733,0.000000,49.329903,34.460004,38.361894
2009,Persons,Incidence,Melanoma of the skin,0.140284,0.000000,0.865641,3.760843,7.841272,14.138003,22.013348,31.852295,40.408369,51.079817,68.038057,90.369733,113.641906,134.919023,174.986226,200.497765,212.513348,213.956568,0.000000,49.112088,34.159780,38.043596
2010,Persons,Incidence,Melanoma of the skin,0.098956,0.072898,0.525429,2.375119,6.476636,16.085380,22.555467,29.265127,39.229753,51.720855,69.113547,88.566844,114.521175,141.777853,165.159443,190.939140,215.221783,207.699011,0.000000,48.479337,33.811165,37.593563
2011,Persons,Incidence,Melanoma of the skin,,,,,,,,,,,,,,,,,,,,,,
